UserID,City,State,Country,ZipCode,DegreeType,Major,GraduationDate,WorkHistoryCount,TotalYearsExperience,CurrentlyEmployed,ManagedOthers,ManagedHowMany,MajorCategoryID
1184662,Chicago,IL,US,60628,High School,"English Language and Literature, General",1994-06-01 00:00:00,7,12.0,Yes,No,0,35.0
1184937,Bridgeview,IL,US,60455,Associate's,business/management,2006-01-01 00:00:00,3,7.0,No,Yes,50,21.0
1185214,Elgin,IL,US,60123,Associate's,Arts,2011-05-01 00:00:00,6,9.0,Yes,Yes,40,111.0
1185622,Rolling Meadows,IL,US,60008,Vocational,Culinary Arts/Chef Training,1998-12-01 00:00:00,3,10.0,No,No,0,111.0
1186202,Chicago,IL,US,60610,Master's,,,7,15.0,Yes,No,0,
1186617,Des Plaines,IL,US,60017,High School,Not Applicable,,4,6.0,,Yes,15,0.0
1186644,Springfield,IL,US,62702,High School,Not Applicable,1994-01-01 00:00:00,5,4.0,No,No,0,0.0
1186871,Chicago,IL,US,60622,Bachelor's,Medical Insurance Billing and Coding,2009-01-01 00:00:00,2,5.0,Yes,No,0,126.0
1187215,Chicago,IL,US,60656,Bachelor's,Computer Science,,9,9.0,Yes,No,0,98.0
1188219,Lombard,IL,US,60148,Bachelor's,,2002-05-01 00:00:00,6,7.0,Yes,No,0,
1188749,Lisle,IL,US,60532,Bachelor's,,,7,23.0,,No,0,
1189082,Chicago,IL,US,60639,Bachelor's,,2012-06-01 00:00:00,5,8.0,No,Yes,8,
1189940,Northwoods,IL,US,60185,Bachelor's,Communications,,8,35.0,Yes,No,0,124.0
1190476,Wood Dale,IL,US,60191,Bachelor's,Construction Management,2009-12-01 00:00:00,3,4.0,Yes,No,0,114.0
1190735,Berwyn,IL,US,60402,Bachelor's,"Psychology, General",2011-05-01 00:00:00,3,5.0,Yes,No,0,35.0
1190981,Gurnee,IL,US,60031,Bachelor's,,,4,12.0,Yes,No,0,
1191281,Chicago,IL,US,60631,High School,Not Applicable,1987-01-01 00:00:00,3,23.0,Yes,No,0,0.0
1191368,Chicago,IL,US,60644,None,,2002-06-01 00:00:00,4,9.0,No,No,0,
1191815,Flossmoor,IL,US,60422,None,Biology,1996-09-01 00:00:00,5,20.0,Yes,No,0,0.0
1191984,Schaumburg,IL,US,60173,High School,Not Applicable,1985-01-01 00:00:00,10,25.0,Yes,No,0,0.0
1192421,Bolingbrook,IL,US,60440,Associate's,TECHNOLOGY AND ROBOTICS,1994-01-01 00:00:00,6,18.0,No,Yes,11,128.0
1192491,Plainfield,IL,US,60544,None,,2010-01-01 00:00:00,5,24.0,Yes,Yes,8,
1192514,Manteno,IL,US,60950,Associate's,Business,2011-05-01 00:00:00,4,7.0,Yes,Yes,25,21.0
1193382,Chicago,IL,US,60624,None,Mediacal Assistance Program,2004-01-01 00:00:00,2,9.0,,No,0,76.0
1194125,Des Plaines,IL,US,60016,High School,Not Applicable,1973-03-01 00:00:00,3,38.0,No,No,0,0.0
1194330,Aurora,IL,US,60503,Bachelor's,Computer Science,1996-05-01 00:00:00,2,16.0,Yes,No,0,98.0
1195105,Chicago,IL,US,60657,Master's,Biotechnology and Chemical Science,2011-01-01 00:00:00,4,6.0,No,No,0,98.0
1195927,Channahon,IL,US,60410,Bachelor's,Criminal and Social Justice,2007-01-01 00:00:00,3,2.0,Yes,No,0,111.0
1196460,Glen Carbon,IL,US,62034,None,Word processing,1987-09-01 00:00:00,5,23.0,No,Yes,8,162.0
1197171,Belleville,IL,US,62223,High School,Not Applicable,,5,18.0,No,No,0,0.0
1197383,Belleville,IL,US,62223,Associate's,Business,1994-05-01 00:00:00,4,20.0,Yes,Yes,24,21.0
1198157,Shorewood,IL,US,60404,Bachelor's,Sociology,2007-12-01 00:00:00,8,11.0,No,No,0,0.0
1198181,McHenry,IL,US,60051,High School,Not Applicable,2009-01-01 00:00:00,2,5.0,Yes,No,0,0.0
1198474,Bartlett,IL,US,60103,None,Marketing Mid Management,1976-06-01 00:00:00,6,24.0,No,Yes,75,23.0
1198505,Illinois City,IL,US,61259,High School,English and Psychology,2009-01-01 00:00:00,4,5.0,Yes,No,0,173.0
1198594,Chicago,IL,US,60651,Bachelor's,Health/Health Care Administration/Management,2001-01-01 00:00:00,8,27.0,Yes,Yes,345,63.0
1198681,Chicago,IL,US,60619,Vocational,Carpentry,,5,13.0,Yes,Yes,20,0.0
1199225,Crystal Lake,IL,US,60014,None,,,4,11.0,Yes,No,0,
1199688,Aurora,IL,US,60504,High School,,2010-05-01 00:00:00,2,2.0,Yes,No,0,
1200193,Hanover Park,IL,US,60133,High School,Not Applicable,2007-01-01 00:00:00,3,4.0,No,No,0,0.0
1200383,Itasca,IL,US,60143,Bachelor's,Communications,1996-05-01 00:00:00,4,15.0,Yes,Yes,1,124.0
1200398,Chicago Ridge,IL,US,60415,None,,,3,28.0,Yes,Yes,1,
1200803,Joliet,IL,US,60432,None,Math but only,1989-01-01 00:00:00,6,8.0,Yes,No,0,0.0
1203027,Harwood Heights,IL,US,60706,Associate's,Electronic and Computer Technology,2010-10-01 00:00:00,2,4.0,Yes,No,0,128.0
1203050,O Fallon,IL,US,62269,Master's,International Relations,2013-08-01 00:00:00,3,6.0,Yes,Yes,15,191.0
1203993,Joliet,IL,US,60433,None,,,6,10.0,No,Yes,5,
1204203,McHenry,IL,US,60050,Bachelor's,Journalism and Mass Communication,2009-01-01 00:00:00,2,11.0,Yes,No,0,194.0
1204496,Chicago,IL,US,60617,Associate's,Nursing,2012-08-01 00:00:00,5,9.0,Yes,Yes,10,130.0
1205340,Grayslake,IL,US,60030,High School,Not Applicable,2009-01-01 00:00:00,5,33.0,No,No,0,0.0
1205515,Shorewood,IL,US,60404,None,,2012-03-01 00:00:00,7,17.0,Yes,No,0,
1206790,Chicago,IL,US,60609,None,,,0,,No,No,0,
1207690,Chicago,IL,US,60643,None,,,5,5.0,No,No,0,
1208136,Charleston,IL,US,61920,Bachelor's,Biology,,5,12.0,No,No,0,0.0
1208313,Montgomery,IL,US,60538,High School,,2008-05-01 00:00:00,6,4.0,Yes,Yes,3,
1209192,Palatine,IL,US,60067,Bachelor's,Merchandising,,5,24.0,Yes,Yes,12,17.0
1209417,Northlake,IL,US,60164,None,English Language,,2,2.0,No,Yes,30,40.0
1209439,Berkeley,IL,US,60163,None,,,1,5.0,Yes,No,0,
1210215,Chicago,IL,US,60637,Associate's,Business Administration,2011-12-01 00:00:00,6,5.0,Yes,No,0,80.0
1210373,Chicago,IL,US,60618,High School,Tech,1999-06-01 00:00:00,1,9.0,No,No,0,57.0
1210737,Chicago,IL,US,60651,High School,Not Applicable,,2,10.0,No,No,0,0.0
1210790,Chicago,IL,US,60617,None,Human Relations,,0,,No,No,0,127.0
1210954,Chicago,IL,US,60620,Master's,Social Work,2009-05-01 00:00:00,5,11.0,Yes,Yes,30,141.0
1211567,Chicago,IL,US,60623,Bachelor's,Criminal Justice,2011-03-01 00:00:00,3,8.0,No,No,0,111.0
1211590,Chicago,IL,US,60628,None,,,3,14.0,No,No,0,
1212318,McHenry,IL,US,60051,None,,,4,27.0,Yes,No,0,
1212539,Kankakee,IL,US,60901,None,,1988-08-01 00:00:00,2,25.0,No,No,0,
1213623,Chicago,IL,US,60649,Bachelor's,Nursing,2011-09-01 00:00:00,4,5.0,Yes,Yes,30,130.0
1214038,Roselle,IL,US,60172,High School,Not Applicable,2000-06-01 00:00:00,4,4.0,No,Yes,4,0.0
1214470,Cicero,IL,US,60804,None,"Business Administration and Management, General",,3,14.0,No,No,0,80.0
1214555,Chicago,IL,US,60644,Bachelor's,Business Administration,,4,11.0,,No,0,80.0
1216599,Evanston,IL,US,60202,None,,2011-12-01 00:00:00,9,19.0,Yes,Yes,20,
1216797,Gurnee,IL,US,60031,Master's,"Civil Engineering, General",2001-06-01 00:00:00,10,24.0,No,Yes,10,170.0
1217413,Champaign,IL,US,61820,Bachelor's,Board of Governors,2009-12-01 00:00:00,5,7.0,Yes,Yes,5,0.0
1217439,Lansing,IL,US,60438,None,Echcardiology,2013-05-01 00:00:00,2,1.0,No,No,0,0.0
1218520,Harwood Heights,IL,US,60706,None,,1992-10-01 00:00:00,8,19.0,Yes,No,0,
1218734,Chicago,IL,US,60655,Bachelor's,English,2007-12-01 00:00:00,3,11.0,No,No,0,40.0
1221184,Cicero,IL,US,60804,None,Medical,1999-08-01 00:00:00,3,8.0,No,No,0,30.0
1221665,Chicago,IL,US,60623,High School,"Economics, General, computer skills",2007-05-01 00:00:00,4,4.0,No,Yes,12,110.0
1221710,Homewood,IL,US,60430,Master's,"Educational Leadership and Administration, General",2011-08-01 00:00:00,5,31.0,Yes,Yes,20,80.0
1222190,Chicago,IL,US,60639,None,,,5,14.0,No,Yes,10,
1222654,Chicago,IL,US,60620,None,,2013-05-01 00:00:00,3,12.0,Yes,No,0,
1222918,Chicago,IL,US,60644,Bachelor's,Criminal Justice,2007-12-01 00:00:00,2,2.0,,No,0,111.0
1222978,Glenview,IL,US,60025,Bachelor's,Finance,1996-01-01 00:00:00,6,19.0,,No,0,79.0
1223254,Downers Grove,IL,US,60516,Bachelor's,Illustration,1988-12-01 00:00:00,0,,No,Yes,5,0.0
1223502,Chicago,IL,US,60613,None,Finance,,5,9.0,,No,0,79.0
1223753,Elmwood Park,IL,US,60707,Bachelor's,Economics,2009-12-01 00:00:00,3,9.0,Yes,No,0,0.0
1223891,Chicago,IL,US,60629,Bachelor's,Graphic Design,2012-02-01 00:00:00,3,6.0,No,No,0,81.0
1224217,Chicago,IL,US,60645,High School,Not Applicable,1993-06-01 00:00:00,7,17.0,No,Yes,25,0.0
1224353,Park Ridge,IL,US,60068,Bachelor's,Communications,1983-01-01 00:00:00,5,15.0,Yes,No,0,124.0
1224469,Lake Villa,IL,US,60046,Bachelor's,Construction Management,,7,12.0,Yes,Yes,2,114.0
1225494,Mount Prospect,IL,US,60056,Bachelor's,Communications Studies,2009-05-01 00:00:00,3,6.0,Yes,Yes,3,117.0
1226670,Woodstock,IL,US,60098,Associate's,Business Management,2003-05-01 00:00:00,12,17.0,No,No,0,21.0
1229689,Chicago,IL,US,60621,High School,,2004-01-01 00:00:00,2,2.0,No,No,0,
1229859,Lake in the Hills,IL,US,60156,None,,,4,6.0,,No,0,
1229895,Belleville,IL,US,62223,High School,Not Applicable,2003-01-01 00:00:00,3,6.0,Yes,No,0,0.0
1230434,Chicago,IL,US,60610,None,Radio and Television Broadcasting,,10,35.0,No,Yes,20,0.0
1230509,Chicago,IL,US,60623,None,,,5,19.0,Yes,Yes,15,
1231674,Chicago,IL,US,60632,Bachelor's,Science and Technical Management,2009-06-01 00:00:00,5,9.0,Yes,No,0,98.0
1231823,Naperville,IL,US,60564,Bachelor's,Sociology,2011-06-01 00:00:00,4,4.0,Yes,No,0,0.0
1231966,Chicago,IL,US,60827,Master's,,2011-01-01 00:00:00,4,7.0,No,No,0,
1232071,Chicago,IL,US,60644,None,,,3,2.0,No,No,0,
1232357,Antioch,IL,US,60002,None,,,4,9.0,Yes,Yes,3,
1232524,Zion,IL,US,60099,High School,Not Applicable,2000-06-01 00:00:00,4,10.0,Yes,Yes,6,0.0
1233149,Markham,IL,US,60428,None,,,5,5.0,No,No,0,
1233190,Palatine,IL,US,60067,Bachelor's,Business Administration,2012-02-01 00:00:00,3,7.0,Yes,Yes,50,80.0
1233600,Chicago,IL,US,60644,High School,Physical Sciences,1989-06-01 00:00:00,1,13.0,Yes,No,0,131.0
1235091,Schaumburg,IL,US,60193,Bachelor's,management,2003-01-01 00:00:00,4,11.0,Yes,Yes,8,17.0
1235248,University Park,IL,US,60484,Master's,Human Services-Life Planning & Career Development,2012-03-01 00:00:00,10,11.0,No,No,0,185.0
1235408,Naperville,IL,US,60564,Bachelor's,Education,1973-01-01 00:00:00,5,17.0,Yes,Yes,20,131.0
1235520,Naperville,IL,US,60564,None,,,10,33.0,Yes,Yes,100,
1235960,Chicago,IL,US,60636,High School,Not Applicable,1990-06-01 00:00:00,5,15.0,Yes,No,0,0.0
1236711,Edwardsville,IL,US,62025,Master's,Geography,2012-05-01 00:00:00,4,8.0,Yes,No,0,0.0
1236823,Round Lake,IL,US,60073,Bachelor's,,,10,14.0,Yes,No,0,
1236828,Hoffman Estates,IL,US,60169,High School,Not Applicable,,3,33.0,,No,0,0.0
1237144,Chicago,IL,US,60649,Bachelor's,Family and Child Studies w,2003-01-01 00:00:00,5,12.0,Yes,No,0,117.0
1237999,Joliet,IL,US,60432,High School,Not Applicable,,4,3.0,Yes,No,0,0.0
1238340,Alton,IL,US,62002,High School,,1990-01-01 00:00:00,4,24.0,No,Yes,5,
1239601,Tinley Park,IL,US,60487,Bachelor's,Psychology,2002-12-01 00:00:00,4,8.0,Yes,No,0,173.0
1239642,Chicago,IL,US,60625,None,Communications,,10,23.0,Yes,No,0,124.0
1239740,Orland Hills,IL,US,60487,Master's,Peachtree and Certified Nursing Assistant,2007-05-01 00:00:00,4,8.0,Yes,No,0,130.0
1239964,Country Club Hills,IL,US,60478,High School,Accounting/Business,2005-04-01 00:00:00,7,4.0,Yes,No,0,44.0
1240221,Riverwoods,IL,US,60015,None,,,0,,,No,0,
1242718,Chicago,IL,US,60644,Bachelor's,Mass Communications,2002-08-01 00:00:00,4,6.0,No,No,0,124.0
1242721,Waukegan,IL,US,60085,High School,Not Applicable,2007-01-01 00:00:00,3,7.0,Yes,No,0,0.0
1243797,McHenry,IL,US,60051,None,Finance and Marketing,,8,20.0,Yes,Yes,120,79.0
1245818,Lynwood,IL,US,60411,Master's,Business,2012-05-01 00:00:00,5,7.0,Yes,No,0,21.0
1246164,Lake Zurich,IL,US,60047,None,Accounting/Business,,8,17.0,Yes,Yes,100,44.0
1246790,Matteson,IL,US,60443,High School,College/University Preparatory,1994-01-01 00:00:00,4,12.0,No,Yes,3,0.0
1246840,Chicago,IL,US,60610,Bachelor's,Marketing,2001-05-01 00:00:00,6,9.0,,No,0,23.0
1248032,Springfield,IL,US,62702,None,Basic Core Studies,2000-01-01 00:00:00,10,39.0,Yes,Yes,48,117.0
1249549,Chicago,IL,US,60649,None,,,4,11.0,No,Yes,16,
1249624,North Chicago,IL,US,60064,High School,Not Applicable,1982-01-01 00:00:00,4,14.0,No,No,0,0.0
1249755,South Elgin,IL,US,60177,Bachelor's,Health Care Management,2005-01-01 00:00:00,5,14.0,,No,0,63.0
1252223,Chicago,IL,US,60628,Master's,Accounting,2011-02-01 00:00:00,3,4.0,Yes,No,0,44.0
1252592,Naperville,IL,US,60540,Bachelor's,,,6,19.0,No,No,0,
1252678,Joliet,IL,US,60436,Bachelor's,Management Information Systems,2002-12-01 00:00:00,3,15.0,No,No,0,134.0
1252780,Chicago,IL,US,60617,Bachelor's,Sociology,2001-01-01 00:00:00,7,18.0,Yes,No,0,0.0
1253310,Grayslake,IL,US,60030,None,,,1,17.0,No,Yes,45,
1253366,Fox Lake,IL,US,60020,None,Certified Nursing Assistant,1998-01-01 00:00:00,4,12.0,Yes,No,0,130.0
1253696,Naperville,IL,US,60563,Master's,,2003-01-01 00:00:00,6,11.0,Yes,No,0,
1253842,Chicago,IL,US,60645,Master's,Information Technology,2009-05-01 00:00:00,2,7.0,No,No,0,134.0
1253854,Chicago,IL,US,60626,Bachelor's,Business,2008-05-01 00:00:00,3,5.0,Yes,No,0,21.0
1254364,Chicago,IL,US,60632,None,,,3,9.0,No,No,0,
1254517,Homewood,IL,US,60430,Bachelor's,Business and Administration,2005-01-01 00:00:00,6,19.0,No,No,0,80.0
1255752,Lake Zurich,IL,US,60047,Bachelor's,"Business Management, Industrial Management",1980-01-01 00:00:00,4,16.0,No,Yes,300,173.0
1257211,Chicago,IL,US,60615,High School,Business,2008-07-01 00:00:00,5,4.0,,No,0,21.0
1258991,Franklin Park,IL,US,60131,Associate's,"Business Administration and Management, General",2013-06-01 00:00:00,3,20.0,No,Yes,50,80.0
1259958,Lynwood,IL,US,60411,High School,,1980-06-01 00:00:00,3,33.0,No,Yes,50,
1261731,Wauconda,IL,US,60084,Associate's,,,8,12.0,,No,0,
1261961,Park City,IL,US,60085,None,,,4,14.0,No,No,0,
1263990,Chicago,IL,US,60622,Master's,,2012-05-01 00:00:00,9,8.0,No,No,0,
1264424,Bourbonnais,IL,US,60914,High School,,1993-01-01 00:00:00,5,13.0,Yes,Yes,2,
1265101,Chicago,IL,US,60620,Master's,Healthcare Administration,2012-02-01 00:00:00,3,6.0,Yes,No,0,80.0
1265446,Cicero,IL,US,60804,High School,Not Applicable,1986-06-01 00:00:00,4,13.0,No,No,0,0.0
1266737,Northbrook,IL,US,60062,Master's,"Business Administration and Management, General",,1,20.0,,No,0,80.0
1267582,Palatine,IL,US,60074,Bachelor's,Fashion Merchandising Management,2010-05-01 00:00:00,6,6.0,Yes,No,0,17.0
1268514,Lake Villa,IL,US,60046,High School,Not Applicable,1995-01-01 00:00:00,6,21.0,Yes,No,0,0.0
1268820,Chicago,IL,US,60647,Master's,,,4,6.0,Yes,No,0,
1270992,Edwardsville,IL,US,62025,Bachelor's,Management and Economics,2006-12-01 00:00:00,6,9.0,Yes,Yes,50,17.0
1271407,Forest Park,IL,US,60130,Master's,Marketing,2007-12-01 00:00:00,2,8.0,Yes,Yes,3,23.0
1271555,Chicago,IL,US,60655,Master's,Educational Leadership,2009-08-01 00:00:00,5,7.0,Yes,No,0,76.0
1271927,Lebanon,IL,US,62254,Bachelor's,CCNA VOICE,,6,10.0,Yes,Yes,8,0.0
1273084,Gilberts,IL,US,60136,Bachelor's,Accounting and Finance,2005-12-01 00:00:00,6,14.0,Yes,Yes,5,79.0
1273827,Chicago,IL,US,60637,Associate's,Pre-Nursing Studies,2006-05-01 00:00:00,4,5.0,Yes,No,0,117.0
1274045,McHenry,IL,US,60051,Associate's,Accounting Specialist,,2,18.0,Yes,No,0,44.0
1274105,Villa Park,IL,US,60181,Vocational,Automotive Repair,1983-01-01 00:00:00,4,15.0,No,No,0,116.0
1275313,Rock Island,IL,US,61201,Bachelor's,Psychology,2011-12-01 00:00:00,3,8.0,No,No,0,173.0
1275424,Rockford,IL,US,61109,Master's,Master of Business Administration,2010-12-01 00:00:00,4,9.0,Yes,Yes,20,80.0
1275512,O Fallon,IL,US,62269,High School,General,1999-05-01 00:00:00,4,12.0,No,No,0,35.0
1276451,Chicago,IL,US,60616,Bachelor's,Political Science,2008-06-01 00:00:00,6,8.0,Yes,No,0,98.0
1276877,Chicago,IL,US,60657,Bachelor's,International Studies,2009-05-01 00:00:00,4,10.0,Yes,No,0,191.0
1278166,Maywood,IL,US,60153,Associate's,Automobile/Automotive Mechanics Technology/Technician,2012-03-01 00:00:00,4,7.0,Yes,Yes,15,116.0
1278326,Aurora,IL,US,60506,High School,Not Applicable,2007-01-01 00:00:00,9,6.0,Yes,No,0,0.0
1278654,Deerfield,IL,US,60015,Master's,mathematics,1985-06-01 00:00:00,2,8.0,Yes,No,0,0.0
1278678,Lisle,IL,US,60532,High School,Not Applicable,2000-01-01 00:00:00,2,10.0,Yes,No,0,0.0
1280077,Berwyn,IL,US,60402,Bachelor's,Economics,1985-03-01 00:00:00,8,23.0,No,Yes,40,0.0
1281051,Naperville,IL,US,60563,Bachelor's,Construction Management/Business Administration,1985-05-01 00:00:00,8,26.0,,No,0,80.0
1281403,Glendale Heights,IL,US,60139,Associate's,Executive Secretarial Development,,5,9.0,,No,0,58.0
1282146,Chicago,IL,US,60649,Master's,Information Systems,1996-05-01 00:00:00,10,22.0,Yes,No,0,134.0
1282599,Chicago,IL,US,60647,None,,2000-01-01 00:00:00,4,14.0,Yes,No,0,
1283284,Hazel Crest,IL,US,60429,Bachelor's,Human Resources,2010-01-01 00:00:00,5,9.0,,No,0,49.0
1283905,Shorewood,IL,US,60404,Bachelor's,Information Systems,,4,14.0,Yes,No,0,134.0
1284837,Chicago,IL,US,60649,None,Customer Service,2000-02-01 00:00:00,5,9.0,Yes,No,0,1.0
1285189,Roselle,IL,US,60172,High School,Not Applicable,1984-01-01 00:00:00,2,12.0,,No,0,0.0
1285239,Chicago,IL,US,60628,High School,,1995-06-01 00:00:00,2,15.0,Yes,No,0,
1285747,Richton Park,IL,US,60471,Associate's,Health Information Technology,,5,18.0,,No,0,134.0
1285859,Chicago,IL,US,60617,None,Criminal Justice,,8,8.0,No,No,0,111.0
1286565,Chicago,IL,US,60619,Master's,Communications Science & Disorders,,6,11.0,No,No,0,124.0
1286680,Richton Park,IL,US,60471,None,,,2,14.0,No,Yes,6,
1287518,Chicago,IL,US,60605,High School,"Education, General",1989-06-01 00:00:00,6,18.0,Yes,Yes,25,131.0
1288822,Joliet,IL,US,60435,High School,Not Applicable,2001-01-01 00:00:00,3,2.0,No,No,0,0.0
1289002,Glenwood,IL,US,60425,Vocational,HVAC,2009-11-01 00:00:00,5,5.0,,No,0,186.0
1289485,Arlington Heights,IL,US,60004,Bachelor's,Communications,2003-05-01 00:00:00,8,23.0,Yes,No,0,124.0
1289629,Naperville,IL,US,60540,Bachelor's,Computer Information Systems,1998-05-01 00:00:00,6,14.0,,No,0,134.0
1290851,Chicago,IL,US,60651,Master's,Health Care Administration/Education,2010-01-01 00:00:00,3,21.0,Yes,Yes,22,131.0
1291017,Dowell,IL,US,62927,Associate's,Information Systems and Accounting,2009-07-01 00:00:00,6,15.0,Yes,Yes,25,134.0
1291985,Chicago,IL,US,60617,Bachelor's,Biology,1982-01-01 00:00:00,10,30.0,Yes,No,0,0.0
1292517,Chicago,IL,US,60649,High School,,2006-06-01 00:00:00,4,12.0,No,No,0,
1292981,Oak Park,IL,US,60304,None,,,6,22.0,Yes,No,0,
1293805,Gurnee,IL,US,60031,Master's,,2012-06-01 00:00:00,10,16.0,No,No,0,
1294244,Oak Lawn,IL,US,60453,PhD,Doctor of Physical Therapy,2016-05-01 00:00:00,4,22.0,Yes,Yes,25,131.0
1295344,Bolingbrook,IL,US,60440,None,,,8,12.0,,No,0,
1295395,Streamwood,IL,US,60107,Master's,Accounting,2000-05-01 00:00:00,4,10.0,Yes,Yes,8,44.0
1297091,O Fallon,IL,US,62269,Bachelor's,Business Management,2013-12-01 00:00:00,5,9.0,Yes,Yes,5,21.0
1297291,Mokena,IL,US,60448,Bachelor's,Finance,,7,9.0,Yes,No,0,79.0
1297435,Chicago,IL,US,60649,None,,,2,6.0,No,No,0,
1297775,Chicago,IL,US,60645,Bachelor's,,2009-01-01 00:00:00,4,4.0,,No,0,
1298226,Chicago,IL,US,60621,None,Certificate,2008-05-01 00:00:00,4,6.0,No,No,0,0.0
1300073,Des Plaines,IL,US,60018,High School,GEN,1982-06-01 00:00:00,7,18.0,Yes,No,0,0.0
1300166,Plainfield,IL,US,60586,High School,Not Applicable,2005-06-01 00:00:00,4,6.0,,No,0,0.0
1300214,Godfrey,IL,US,62035,None,Accounting,,5,13.0,No,Yes,15,44.0
1300664,Calumet City,IL,US,60409,High School,Not Applicable,1995-06-01 00:00:00,4,11.0,,No,0,0.0
1301756,Aurora,IL,US,60504,Associate's,accounting,2012-03-01 00:00:00,5,18.0,Yes,No,0,44.0
1301817,Chicago,IL,US,60637,Bachelor's,Communications,2009-05-01 00:00:00,4,5.0,Yes,No,0,124.0
1301943,Volo,IL,US,60073,Bachelor's,Consumer Affairs,2007-05-01 00:00:00,4,10.0,Yes,No,0,109.0
1302280,Roselle,IL,US,60172,Bachelor's,Communications,1992-05-01 00:00:00,4,17.0,,No,0,124.0
1302548,Chicago,IL,US,60626,None,,1974-01-01 00:00:00,4,22.0,Yes,No,0,
1302634,Hillside,IL,US,60162,None,,,3,4.0,No,No,0,
1302660,Flossmoor,IL,US,60422,Associate's,Business Administration,,6,9.0,No,Yes,30,80.0
1302751,Schaumburg,IL,US,60194,None,,,6,29.0,No,Yes,10,
1303157,Zion,IL,US,60099,High School,,1992-06-01 00:00:00,4,13.0,Yes,No,0,
1303728,Chicago,IL,US,60614,Bachelor's,Secondary Education,2006-05-01 00:00:00,6,12.0,Yes,No,0,131.0
1304629,Schaumburg,IL,US,60194,None,databases,,2,8.0,Yes,No,0,0.0
1304806,Elgin,IL,US,60123,Vocational,Graphic Design,2006-08-01 00:00:00,6,8.0,Yes,Yes,22,81.0
1304877,Chicago,IL,US,60656,Master's,Accounting and Finance,1996-01-01 00:00:00,9,24.0,Yes,No,0,79.0
1305257,Westmont,IL,US,60559,Master's,,2006-01-01 00:00:00,6,14.0,No,No,0,
1305525,Worth,IL,US,60482,High School,general,1982-06-01 00:00:00,3,15.0,No,Yes,25,35.0
1305824,Addison,IL,US,60101,High School,General,2000-06-01 00:00:00,6,7.0,Yes,No,0,35.0
1307602,Naperville,IL,US,60563,Bachelor's,,2005-01-01 00:00:00,6,11.0,Yes,No,0,
1308234,Saint Charles,IL,US,60174,High School,Not Applicable,2005-05-01 00:00:00,3,9.0,No,No,0,0.0
1308378,Schaumburg,IL,US,60193,None,,,9,12.0,Yes,No,0,
1309305,Chicago,IL,US,60640,Associate's,Automotive Technology,2007-04-01 00:00:00,7,9.0,Yes,Yes,130,116.0
1309318,Dolton,IL,US,60419,None,,,4,7.0,No,Yes,3,
1310157,Chicago,IL,US,60621,High School,"Computer and Information Sciences, General",2014-06-01 00:00:00,3,6.0,,No,0,134.0
1310795,Riverdale,IL,US,60827,High School,"Education, General",2004-05-01 00:00:00,3,10.0,No,Yes,2,131.0
1310896,Chicago,IL,US,60620,Bachelor's,,2006-06-01 00:00:00,3,4.0,Yes,Yes,7,
1311208,Staunton,IL,US,62088,Associate's,Business Admin/Accounting,2004-05-01 00:00:00,5,10.0,Yes,No,0,44.0
1311331,Oak Park,IL,US,60302,Master's,HEALTH LAW & POLICY,2012-04-01 00:00:00,9,18.0,Yes,No,0,63.0
1312022,Edwardsville,IL,US,62025,None,Computer Programming Languages,2001-01-01 00:00:00,4,13.0,No,No,0,110.0
1312979,Wheeling,IL,US,60090,None,Marketing,1997-06-01 00:00:00,6,27.0,Yes,Yes,6,23.0
1313803,Hoffman Estates,IL,US,60169,PhD,Educational Leadership,2013-10-01 00:00:00,7,14.0,,No,0,76.0
1313937,Skokie,IL,US,60076,None,,,5,30.0,,Yes,3,
1314897,Calumet City,IL,US,60409,Master's,Social Work,2008-06-01 00:00:00,3,18.0,Yes,Yes,6,141.0
1315752,Thornton,IL,US,60476,Associate's,Social Work,2014-01-01 00:00:00,3,7.0,No,Yes,10,141.0
1316247,Chicago,IL,US,60639,None,Dental Assisting/Assistant,2010-07-01 00:00:00,3,4.0,Yes,No,0,2.0
1316325,Dolton,IL,US,60419,None,Accounting & Business Management,2012-08-01 00:00:00,4,11.0,,No,0,44.0
1317264,Mazon,IL,US,60444,Master's,Health Care Administration,2011-08-01 00:00:00,4,6.0,No,Yes,7,63.0
1317315,Orland Park,IL,US,60462,PhD,Education,2000-05-01 00:00:00,7,12.0,Yes,Yes,25,131.0
1317389,Berwyn,IL,US,60402,High School,Not Applicable,2003-01-01 00:00:00,2,6.0,Yes,No,0,0.0
1317393,Wadsworth,IL,US,60083,None,,,9,22.0,Yes,No,0,
1317495,Chicago,IL,US,60615,Master's,Management,2007-01-01 00:00:00,4,10.0,Yes,Yes,10,17.0
1318929,Chicago,IL,US,60643,Associate's,"Nursing/Registered Nurse (RN, ASN, BSN, MSN)",2001-05-01 00:00:00,10,10.0,No,No,0,39.0
1319425,Chicago,IL,US,60628,High School,Not Applicable,2003-06-01 00:00:00,8,10.0,No,No,0,0.0
1319687,Chicago,IL,US,60623,Associate's,Business administration,2013-01-01 00:00:00,5,12.0,Yes,Yes,8,80.0
1320657,Aurora,IL,US,60504,None,,,5,8.0,Yes,Yes,10,
1320949,Granite City,IL,US,62040,Associate's,Business Management,,6,15.0,Yes,No,0,21.0
1322637,Deerfield,IL,US,60015,None,,,5,16.0,No,No,0,
